菜谱名称,原料
鸽蛋银耳汤,"水发银耳,鸽蛋,豌豆苗,清鸡汤.公斤,盐.,糖,熟鸡油,芝麻（焙好）。"
狗肉汤,"鲜狗肉,豆油,酱油,精盐,味精,大蒜末,大葱末,香菜末,辣椒面,胡椒面,芝麻（焙好）,鸡蛋。"
狗肉粥鲜桃仁,"狗脯肉,核桃仁,味精,淀粉,料酒,牛奶,狗骨汤,姜汁,碱面。"
罐焖鸡,"鸡脯肉,蘑菇,猪肉,豆油（实耗）,鸡骨汤,料酒,白糖,精盐,酱油,胡椒面,芝麻油,大葱,生姜,味精,芝麻面。"
辣炒鱿鱼丝,"鱿鱼,醋,酱油,湿淀粉,花生油,大葱,干红辣椒,料酒,鸡汤,芝麻油,精盐.。"
辣椒嫩鸡,"光笋鸡,红干辣椒,大葱,味精.,芝麻油,醋,酱油,鸡汤,精盐。"
辣烧鳜鱼,"鲜活鳜鱼条（约公斤）,鲜红辣椒,松蘑,鸡汤,花生油,芝麻（焙好）,白糖,大蒜苗,芝麻油,醋,生姜,料酒,湿淀粉,酱油,大葱,精盐。"
辣油鲍鱼,"罐头鲍鱼桶（约重）,净母鸡肉.公斤,辣椒油,盐,白糖.,芝麻油,水淀粉,大葱,生姜,熟芝麻,鸡脯。"
桂花兔肉,"野兔肉,醋,熟花生油（实耗）,苏打粉,精盐,鸡蛋,料酒,淀粉,味精,面粉,大葱,白糖,桂花,生姜,酱油,芝麻油,鲜汤。"
鳜鱼丝油菜,"油菜心,鳜鱼肉,鸡汤,精盐,料酒,味精.,胡椒面,干淀粉,鸡蛋,芝麻油,大葱,芝麻（焙好）,生姜。"
锅烧全鸡,"嫩光鸡（约.公斤）,鸡蛋,大酱卤公斤,水菱粉,豆油公斤（实耗）,花椒盐。"
锅烧肘子,"猪前蹄膀（约）,水淀粉,炖酱卤汁公斤,鸡蛋,豆油公斤（实耗）,大葱,生姜,芝麻盐。"
锅塌番茄,"西红柿,鸡蛋,面粉,豆油,精盐,白糖,味精,芝麻油,大葱,生姜,料酒,鸡汤,芝麻（焙好）。"
锅塌里脊,"猪里脊,鸡蛋,葱姜末各,料酒,盐,味精,面粉,芝麻油,鸡汤,青椒段,芝麻面（焙好）。"
锅塌明虾,"对虾,鸡蛋,葱姜末,料酒,盐,味精,面粉,芝麻油,青蒜段,鸡汤,鸡油。"
海参鹌鹑蛋,"水发海参,鹌鹑蛋,鸡汤,精盐,花生油,酱油,料酒,白糖,大葱,生姜,芝麻油,淀粉,芝麻（焙好）,味精。"
罐子狗肉,"带皮狗肉,大葱,大蒜瓣,干辣椒,植物油,黄酒,胡椒粉,芝麻（焙好）,精盐,味精,生姜。"
辣炒猪肉丝,"猪腿瘦肉,豆油,干辣椒,精盐,酱油,大葱,生姜,大蒜,料酒,芝麻油,味精,胡椒面。"
辣肉烧驼掌,"水发驼掌,猪五花肉,老母鸡,肥鸭,白糖,盐,料酒,淀粉,葱,姜,酱油,芝麻（焙好）,辣椒酱 。"
辣子牛肉丁,"牛肉,鲜黄瓜,花生油,精盐,淀粉,酱油,白糖,味精,大葱,生姜,大蒜,辣椒酱,牛肉汤,黑胡椒面.,黄酒。"
熘鹌鹑,"净鹌鹑,生菜,水发玉兰片,水发香菇,湿淀粉,花椒水,鸡汤,生姜末,芝麻油,大葱末,味精,料酒,香醋,酱油,豆油（实耗）,芝麻（焙好）。"
蘑菇炖鸡,"鸡脯肉,鲜蘑菇,去皮生虾,罐头竹笋,大葱,玉米粉,酱油,精盐,生姜.,胡椒叶,芝麻油。"
茉莉银耳汤,"水发银耳,茉莉花朵,鸡脯肉,清鸡汤.公斤,盐.,芝麻油。"
桂花狗肉,"狗上脑,鸡蛋液,精白面粉,料酒,精盐,味精,植物油.公斤,葱末,香油,芝麻盐。"
烂鸡海参,"水发海参,生鸡腿肉,罐头竹笋,鸡脯肉,水发冬菇,鸡汤,料酒,酱油,精盐,白糖.,味精,豆油（实耗）,水淀粉,葱段,姜片片,芝麻油,芝麻（焙好）。"
鳓鱼冻,"鲜鳓鱼,猪五花肉,料酒,大葱,精盐,生姜,味精.,白糖,大料,花椒,辣椒酱,鸡蛋清。"
栗子焖鸡,"鸡.公斤,栗子,鸡汤,酱油,白糖,味精,料酒,豆油（实耗）,芝麻油,大葱段,生姜丝,淀粉,熟芝麻。"
海带冷菜汤,"鲜海带,豆油,牛肉,酱油,醋,味精,清水,豆油,酱油,芝麻油,大蒜茸,大葱丝,白糖,芝麻盐,冰块。"
海米炒蕨菜,"蕨菜,水发海米,精盐,料酒,白糖,豉,味精,生姜,水淀粉,鸡汤,辣椒面,酱油,芝麻油,芝麻（焙好）。"
韩国白煮肉,"去骨猪五花肉,酱油,蒜泥,腌韭菜花,酱豆腐汁,辣椒油。"
旱蒸南瓜,"南瓜,米粉,淀粉,生姜,大蒜,辣大酱,白糖,辣椒面,青蒜苗,味精,豆油,油纸张,精盐,芝麻油,泡菜汁。"
核桃酪,"核桃仁,大米,白糖,小枣,清水公斤。"
荷叶鸭子,"光鸭（约公斤）,荷叶张,酱油,糖色,黄酒,糖,盐,大葱,生姜,味精,芝麻油,鸡油,米粉,碱水,辣大酱。"
红炖狗肉,"狗肉,香油,大葱,生姜,大蒜,味精,料酒,淀粉,红汁,大料,白糖,桂皮,狗骨清汤,干辣椒,大酱（炖酱）,酱油,精盐。"
红炖牛尾,"生牛尾公斤,大料,芝麻油,大葱段,生姜,大蒜,味精,料酒,淀粉,炖酱,渍汁,鸡汤,酱油,精盐,芝麻面（焙好）,黑胡椒面。"
红花焖鹌鹑,"净鹌鹑,黄瓜,藏红花,干辣椒,豆油（实耗）,料酒,精盐,罐头竹笋,味精.,水发香菇,白糖,熟鸡油,酱油,湿淀粉,大葱段,鸡汤,姜块,芝麻面。"
红烧干贝,"干贝肉,罐头竹笋,蘑菇,青豆,花生油,料酒,酱油,淀粉,味精.,鸡汤,大葱,生姜,大蒜,白糖。"
红烧牛肉狮子头,"牛肉,湿淀粉,味精.,发糕,豆油（实耗）,菜心,酱油,虾米,松蘑,芝麻油,鸡蛋,面粉,辣椒面.,精盐。"
红烧牛头,"牛头,母鸡,干贝,火腿,鲜蘑菇,油菜心,大葱,生姜,精盐,糖色,料酒,芝麻油,豆油,味精。"
红烧裙边,"鼋鱼裙边,将火腿,油菜心棵,鸡汤.公斤,盐,白糖,酱油,胡椒面,鸡油,芝麻油,大葱,生姜,水淀粉,料酒,芝麻（焙好）。"
栗子烧猪肉,"五花猪肉,栗子,料酒,酱油,精盐,白糖,葱段,味精,豆油。"
莲蓬鲜贝,"鲜贝,白鸡油,料酒,盐,味精,淀粉,鸡蛋清,青豆,虾脑,鸡汤,辣酱油"
凉拌三丝,"水发海带,青椒,精盐.,红椒,酱油,醋,白糖,姜末,芝麻（焙好）,辣椒粉。"
溜鲈鱼,"鲈鱼条（约）,瘦猪肉,罐头竹笋,松蘑,大葱,鲜姜,胡椒粉,鸡汤,料酒,酱油,白糖,醋,湿淀粉,豆油。"
红烧兔肉,"野兔肉,罐头竹笋,松蘑,淀粉,油共,鸡汤,精盐,酱油,香醋,鲜姜,辣椒面.,白糖,大葱,花椒颗,料酒,花生油（实耗）,大料,味精.,芝麻油,大酱。"
红烧驼峰,"驼峰,老母鸡,罐头竹笋,水发冬菇,白糖,盐,料酒,味精,将油,辣椒油,葱,姜,淀粉,熟鸡油。"
红烧熊掌,"鲜熊掌对（约.公斤）,老母鸡,填鸭,干贝,松蘑丁,糖,盐,料酒,葱,酱油,姜,水淀粉,芝麻油。"
红烧猪肉丸子,"五花猪肉,鸡蛋,小白菜心,精盐,豆油（实耗）,酱油,料酒,鲜姜,鸡汤,味精,淀粉,大葱。"
红煨牛肉,"牛肋条肉,大葱白,花生油,芝麻油.,白胡椒.,白芝麻（焙好）,味精.,大料,大蒜片,生姜片,酱油,湿淀粉,精盐。"
红煨笋鸡,"光笋鸡（约）,大葱,生姜,料酒,酱油,白糖,湿淀粉,味精.,豆油（实耗）,芝麻油,精盐。"
红油鹌鹑,"净鹌鹑,菜心,肥瘦猪肉,肉皮,辣大酱,鸡骨,花生油,高汤,胡椒面,精盐,酱油,白糖,料酒,味精,花椒粒,辣椒油,葱段,姜块。"
红枣煨鸡,"笋嫩鸡,蘑菇,红枣,胡萝卜,牛肉清汤,大葱,生姜,料酒,酱油,白糖,味精.,芝麻油,湿淀粉,胡椒面.,豆油（实耗）,精盐。"
红鳟鱼丸,"红鳟鱼条（约）,水发香菇朵,大葱段,料酒,大葱末,精盐,生姜末,味精.,芝麻油。"
花生米炒牛肉丁,"牛里脊肉,豆油,大葱,湿淀粉,酱油,精盐,油炸花生米（去皮）,鲜红辣椒,鸡蛋,醋,焙好芝麻。"
花生米炒虾仁,"小虾,豆油（实耗）,油炸花生米,精盐.,料酒,淀粉,胡椒面,辣椒面,鸡汤,大葱,生姜,鸡蛋,味精。"
滑狗里脊,"狗里脊肉,鸡蛋清,花生油（实耗）,淀粉,白糖,米醋,酱油,酱油,料酒,大葱,生姜,精盐。"
滑溜猪里脊,"猪里脊,鸡蛋清,黄瓜,豆油（实耗）,精盐,大葱,味精,芝麻油,淀粉。"
黄瓜炒牛肉,"牛臀尖（或腱子肉）,芝麻油,酱油,精盐,白糖,辣椒粉.,黄瓜,豆油,芝麻面。"
黄瓜炒小虾,"小虾,白糖.,黄瓜,精盐,酱油,熟猪肉,料酒,芝麻油。"
黄瓜炒猪肉片,"五花猪肉,黄瓜,芝麻油,水发木耳,鸡汤,辣椒酱,精盐,酱油,大葱,生姜,大蒜,淀粉。"
黄瓜羹,"老黄瓜,猪肉,豆腐,平菇,香菇,鸡蛋,葱白,辣椒酱,鸡汤,竹签根,酱油,葱末,蒜茸,姜末,胡椒粉,白糖,芝麻（焙好）,芝麻油,精盐。"
黄瓜泡菜,"黄瓜公斤,辣椒面,大葱末,大蒜末,生姜末,食盐,白糖,虾酱。"
黄焖狗肉,"熟狗肉,土豆,狗骨汤,红汁,酱油,料酒,淀粉,香油（实耗）味精.,精盐。"
鸡蛋包饭,"大米饭,鸡蛋,熟鸡丁,辣椒酱,味精,大酱,大葱末,青豆,鸡汤,精盐,熟鸡油。"
鸡丁鲜贝,"鲜贝,玉兰片,鸡肉,芝麻油,蘑菇,料酒,味精.,鸡蛋清半,淀粉,鸡汤,精盐,大葱,生姜,大蒜,芝麻（焙好）。"
罗汉大虾,"大虾公斤,黑芝麻,罐头豌豆,罐头荸荠,虾肉,鸡蛋清,肥猪肉,罐头竹笋,水发冬菇,瘦猪肉,生姜,大葱,盐,糖,料酒,花生油,鸡汤,淀粉,辣大酱,生菜。"
萝卜沙拉,"萝卜,脆苹果,柠檬汁,大葱,酱油,沙拉油,芝麻油,醋,白糖,精盐,芝麻面（焙好）,鲜红辣椒。"
麻辣牛肉,"牛臀尖肉（黄瓜条肉）,豆油（实耗）,大葱,生姜,精盐,酱油,料酒,白糖,花椒,芝麻（焙好）,辣椒油,干红辣椒,味精,牛肉汤,芝麻盐。"
鸡茸葵花汤,"鸡里脊肉,鲜蘑,火腿,鸡蛋,鸡蛋清,鸡汤千,精盐.,味精,料酒,胡椒面,玉米粉,辣椒油,熟鸡油,白兰地酒。"
麻辣兔肉,"野兔肉,鸡蛋,淀粉,黄瓜片,精盐.,料酒,酱油,味精,生姜,大葱,辣椒油,花椒面,花生油（实耗）,干红辣椒,芝麻油。"
马不停蹄,"猪前蹄（约左右）,猪瘦肉,猪肉皮,鲤鱼肉末,水发香菇,白糖,精盐,味精,料酒,香油,水淀粉,大酱卤千,芝麻面（焙好）,辣椒酱。"
玛瑙狗,"熟白狗肉,油皮张,罐头竹笋,黄瓜片,胡萝卜片,花生油（实耗）,淀粉,料酒,酱油,醋,葱丝,蒜片,姜丝,咸面,白糖,香油,焙好芝麻。"
美味双耳,"水发木耳,水发银耳,芝麻油,白糖,黄瓜,香菜,山楂糕,冰糖,辣椒酱,味精,花椒粒,葱丝,姜丝,大蒜茸,芝麻（焙好）。"
鸡茸银耳汤,"鸡里脊肉,水发银耳,鸡蛋清,鸡汤千,精盐.,味精,料酒,胡椒面,玉米粉,芝麻油,芝麻（焙好）,熟鸡油。"
焖炒平菇,"鲜平菇,泡菜,嫩狗肉,核桃仁,鲜汤,鸡油,辣椒酱,陈皮,精盐,料酒,味精,酱油,葱,水淀粉,豆油,大蒜瓣,芝麻（焙好）。"
焖烧狗肉,"熟狗肉,鸡蛋,淀粉,面粉,香油（实耗）,白糖,米醋,料酒,大葱,生姜,狗骨汤,精盐,干辣椒。"
面包虾仁,"净虾仁,熟鸡油,面包,罐头青豆,鸡蛋清,细干淀粉,鸡汤,料酒,精盐.,味精,白糖,番茄酱,豆油（实耗）,水淀粉,熟芝麻。"
明月红松鸡,"生鸡腿肉（出骨）,肥瘦猪腿肉,菠菜,火腿,鸡蛋,生菜叶,鸡清汤,料酒,酱油,精盐,辣酱油,辣大酱,白糖,细干淀粉,水淀粉,豆油（实耗）,味精.,葱花,姜末。"
蘑菇炒牛肉丝,"瘦牛肉,大蒜泥,生姜片,精盐,鲜蘑菇,豆油,调料汁（或热水）,玉米粉,凉水。"
鸡丝炒海螺,"海螺肉,鸡肉,竹笋（罐头）,蘑菇,青豆,花生油,料酒,味精.,淀粉,蛋清半,鸡汤,辣椒面,大葱,大蒜,生姜。"
鸡丝海螺汤,"海螺肉,鸡肉,罐头竹笋,水发木耳,水发蘑菇,油菜心,料酒,酱油,味精.,鸡汤,胡椒面,精盐,大葱,辣椒油。"
鸡丝鸟窝,"鸡脯肉,罐头竹笋,青椒,芋头,鸡蛋清,细干淀粉,精白面粉,鸡汤,花叶生菜,西红柿花朵,料酒,精盐.,味精.,豆油（实耗）,水淀粉,芝麻油,鸡油。"
吉姆鸡丝汤,"吉姆（干紫菜）,白兰地酒,鸡脯肉,蘑菇,鸡汤千,豌豆苗,精盐.,味精,料酒,胡椒面,湿淀粉,鸡蛋清,熟芝麻,芝麻油。"
家常豆腐,"豆腐,鸡汤,豆油,肥瘦猪肉（去皮）,辣大酱,酱油,大蒜,白糖,豆腐粉,辣椒油,盐,味精,生姜末,花椒。"
酱爆双脆,"猪肚头,鸡肫,香菜,辣大酱,大蒜片,大葱丝,料酒,盐,味精,熟鸡油,芝麻油,芝麻（焙好）,青蒜丝。"
酱爆猪肉丁,"猪腿瘦肉,豆油（实耗）,料酒,精盐,酱油,白糖,胡椒面,大酱,蛋清,大葱,芝麻油,味精,淀粉。"
酱鸡,"嫩鸡,酱油,精盐,大葱段,生姜末,大蒜末,料酒,辣大酱,白糖。"
酱焖加吉鱼,"加吉鱼,肉丁,蘑菇,豆油（实耗）,白糖,料酒,醋,酱油,味精,葱末,鸡汤,芝麻油,生姜末,大蒜片,芝麻油,精盐.,花椒面,辣椒面,大酱。"
酱汁鲻鱼,"鲻鱼条（约）,料酒,豆油,酱油,大酱,白糖,味精.,淀粉,鸡汤,葱,姜,大蒜,大料,芝麻油。"
浇汁螃蟹,"毛蟹（约）,大葱,生姜,醋,大蒜,酱油,花椒,精盐,白糖,味精,芝麻油。"
金达莱花菜,"金达莱花朵,五味子,白糖,凉开水,蜂蜜,绿豆淀粉,松仁。"
金酿豆腐,"老豆腐,猪后腿肉,虾仁,小菠菜,鸡蛋清,鸡蛋,细干淀粉,鸡汤,料酒,酱油,精盐.,味精.,白糖,水淀粉,熟鸡油（实耗）,葱末,姜末。"
韭菜炒海螺,"海螺肉,韭菜,花生油,酱油,精.,料酒,大葱,生姜,大蒜,精盐,芝麻（焙好）。"
桔形虾仁,"虾仁,猪肥肉,罐头竹笋,鲜豌豆,蛋清,料酒,鸡汤,盐,淀粉,味精,鸡汤,芝麻油,葱姜末。"
菊花猪肉,"猪里脊肉,罐头竹笋,粉丝,鸡蛋清,豆油（实耗）,酱油,精盐.,味精,淀粉,料酒,辣大酱,芝麻油,鸡汤。"
卷筒狗肉,"狗后腿肉,狗网油,鸡蛋,精白面粉,细干淀粉,料酒,精盐,植物油.公斤（实耗）,大葱,生姜.,香油,胡椒粉. ,辣酱油,芝麻盐。"
咖喱鸡,"肥嫩生鸡.公斤,去皮山芋,鸡汤公斤,料酒,精盐,味精,白糖,豆油公斤（实耗）,咖喱油,葱段,生姜,水淀粉,芝麻油,芝麻面。"
烤牛排,"牛排骨,酱油,清水,葱末,大蒜泥,生姜末,白糖,黑胡椒面.,芝麻面（焙好）。"
烤牛肉饼,"净牛肉,牛奶,鸡蛋,猪肥膘,胡椒粉.,新鲜面包,植物油,土豆泥,辣酱油,西红柿汁,黄酒。"
烤牛肉,"牛臀尖（或黄瓜肉）,生姜末,大葱末,大蒜泥,白糖,黑胡椒面,焙好芝麻面,渍汁（制法附后）,蘑菇,青椒,洋葱,红萝卜。"
口蘑烩全狗,"全狗料（熟狗脊髓,狗眼,狗脑,狗舌,下水等）,口蘑,鸡肉茸,精盐,狗骨清汤千,淀粉,胡椒粉.。"
蜡石烤牛肉,"牛臀尖（或黄瓜）,辣大酱,芝麻面（焙好）,酱油,大葱,大蒜泥,生姜,白糖,胡椒面,清水。"
辣炒干贝,"干贝肉,罐头竹笋,蘑菇,青豆粒,花生油,料酒,淀粉.,鸡汤,大葱,生姜,大蒜,辣椒面,酱油,味精。"
牡丹虾仁,"明虾肉,青鱼肉,罐头竹笋,火腿,鸡蛋清,料酒,细干淀粉,精盐,味精.,豆油.公斤（实耗）,芝麻油,葱姜水。"
奶卤虾仁,"虾仁,火腿,熟鸡肺肉,罐头竹笋,水发冬菇,青豆,鸡蛋清,牛奶,细干淀粉,花生油（实耗）,料酒,粗盐,味精.,白糖.,水淀粉,芝麻（焙好）。"
蘑菇海参,"水发海参,蘑菇,罐头竹笋,青豆,花生油,料酒,精盐,酱油,大葱,酱油,芝麻油,味精,淀粉,芝麻（焙好）。"
南瓜酱汤,"嫩南瓜,鸡肉,小青椒,大葱白,鲜辣椒,辣椒酱,黄豆酱,清米汤,酱油,大葱丝,大蒜茸,白糖,胡椒面,精盐,花生油。"
泥鳅穿豆腐,"活泥鳅,豆腐,牛肉,大葱,精盐,生姜,辣椒油,大蒜,料酒,醋,味精,芝麻油。"
酿海盖,"螃蟹公斤,猪瘦肉,罐头笔笋,水发冬菇,水发海米,面包,鸡蛋,盐.,糖.,玉米粉,胡椒面,花生油,料酒,生姜,醋,鸡蛋清。"
牛肉丁豆腐,"豆腐,牛肉,花生油,鸡蛋清,料酒,白糖,酱油,盐,大酱,大葱,味精,生姜,淀粉。"
牛肉泡菜汤,"白菜泡菜,土豆,松蘑,辣大酱,牛油,煮牛肉,牛肉清汤,醋,盐,胡椒面,生姜,味精,大葱,芝麻油,淀粉。"
牛肉清汤,"牛腱子肉,葱头,牛骨,胡萝卜,生姜,芹菜,酱油,精盐,味精,辣椒油,清水,芝麻（焙好）。"
牛肉汤,"牛肉汤水,牛臀尖（或牛颈肉）,大葱,大蒜瓣,豆油,蘑菇朵,辣大酱,酱油,精盐,料酒,黑胡椒粉.,芝麻油。"
牛尾汤,"牛尾,罐头竹笋,松蘑,豌豆,热鸡汤,花生油,精盐,胡椒面,味精,干辣椒,料酒,葱头,芝麻（焙好）,大料颗。"
糯米全鸡,"笋母鸡（约.公斤）,糯米,火腿,生菜,水发冬菇,萝卜花一朵,盐,料酒,糖.,玉米粉.,大酱.,鸡油,豆油,芝麻盐,鸡汤,辣椒酱。"
枇杷狗肉,"狗腿肉（瘦七肥三）,青鱼肉,罐头竹笋,菠菜,鸡蛋液,细干淀粉,鸡蛋黄,富强粉,狗骨白汤,料酒,花生油公斤（实耗）,精盐,味精,白糖,番茄酱,米醋,水淀粉,葱末,姜汁。"
平菇鲫鱼汤,"鲜平菇,鲫鱼条（约左右）,鸡肉,酱油,醋,白糖,精盐,味精,芝麻油,葱末,姜末,碗豆苗,鸡汤。"
苹果炒牛肉片,"牛腿肉,苹果,酱油,糖,小苏打粉,料酒,精盐,味精,淀粉,大葱,芝麻（焙好）,鸡汤,豆油（实耗）。"
牛肉丸汤,"牛里脊肉,黄瓜片,鸡蛋清,豌豆苗叶,芝麻油,淀粉,料酒,味精,酱油,辣椒油,芝麻（焙好）,牛肉清汤公斤,大葱末,生姜末。"
牛杂碎汤,"牛下水（心,肝,肺,肚）,牛头肉,牛脚,大葱,牛骨头,辣椒面,胡椒面,精盐。"
烹鹌鹑,"鹌鹑,青豆,面粉,豆油（实耗）,芝麻油,料酒,酱油,醋,白糖,味精.,芝麻。"
软溜狗肉片,"狗脯肉,鸡蛋清,花生油（实耗）,白糖,香油,料酒,淀粉,醋,大葱,生姜,精盐。"
软炸番茄,"西红柿,鸡蛋,豆油（实耗）,精盐,右粉,酱油,淀粉,芝麻面（焙好）,黑胡椒粉,大葱,芝麻油。"
氽兔肉圆,"野兔肉,黄瓜片,水发海米,火腿,大白菜,水发银耳,松蘑,鸡汤,香菜,金针菜,蛋清,生姜,芝麻油,大葱,味精,料酒,胡椒面,淀粉,醋。"
煨鸡块,"鸡肉,酱油,芝麻油,大蒜,辣椒面.,大葱,精盐,泡菜。"
虾仁豆腐,"豆腐,虾仁,豆油,料酒,酱油,精盐,糖,葱,蒜,辣椒油,味精,淀粉。"
苹果焖牛肉片,"牛腱子肉,苹果,洋葱,精盐,豆油,土豆泥,面粉,黄油,胡椒粉,牛肉汤,芝麻（焙好）。"
荠菜炒鸡片,"荠菜,鸡脯肉,罐头竹笋,鸡蛋清,豆油（实耗）,精盐,白糖,味精,淀粉,鸡汤,芝麻油,葱花,芝麻（焙好）。"
青酱泡菜,"白菜,萝卜,芥蓝菜,水芹菜,水发香菇,水发银耳,板栗,大葱,大枣,甜柿子,梨,大蒜头,生姜,松仁,酱油,蜂蜜。"
青椒炒猪肉,"猪瘦肉,青椒,酱油,香油,鸡汤,淀粉,芝麻（焙好）,盐。"
清炒虾仁,"虾仁,蛋清,黄瓜,胡萝卜,罐头竹笋,花生油（实耗）,芝麻油,味精.,料酒,淀粉,大葱,生姜。"
清炖狗肉,"鲜狗肉,大葱,生姜,植物油,胡椒粉.,料酒,熟芝麻面,味精,精盐。"
清炖哈士蟆,"哈士蟆,净雏母鸡公斤,盐.,白糖.,胡椒面,葱,豌豆苗,姜。"
清汤鲤鱼丸,"净鲤鱼肉,松蘑朵,大葱段,大葱,精盐.,生姜.,味精.,料酒,芝麻油,香菜末。"
清蒸八宝鸭,"白光填鸭（约公斤左右）,猪肉丁,鸡肫丁,火腿丁,栗子丁,莲子,水发冬菇丁,罐头竹笋丁,青豆,火腿片,豆苗根,鸡汤公斤,料酒,葱,精盐,生姜片,味精.。"
清蒸甲鱼,"鲜活甲鱼（约）,水发松蘑朵,罐头竹笋,鸡汤,鸡肉,大葱,生姜,料酒,精盐.,胡椒面,味精.。"
清蒸鲻鱼,"鲻鱼,松蘑,罐头竹笋,大葱,生姜,料酒,冰糖,精盐,芝麻油。"
全家福,"瘦猪肉,大虾仁,猪腰子,猪心,猪肚,鱼片,猪耳,水发冬菇,青豆,生鸭脚,鸡蛋清,细干淀粉,鸡汤,料酒,精盐,酱油,白糖.,味精.,水淀粉,芝麻油,鸡油。"
肉沫海参,"水发海参,五花猪肉,鸡汤,豆油（实耗）,大酱,酱油,白糖,料酒,辣椒面.,胡椒面,大葱,生姜,大蒜,味精,淀粉,芝麻（焙好）。"
如意蛋卷,"青鱼肉,辣大酱,鸡蛋,鸡蛋清,火腿,油菜叶,鸡油,鸡汤,料酒,精盐,味精.,水淀粉,葱姜水。"
软炸豆角,"嫩豆角,白糖,鸡蛋,花生油（实耗）,精盐,味精,料酒,大葱丝,面粉,生姜丝,猪肉丁,罐头竹笋,松蘑丁,葱白丁,芝麻油,酱油,醋,水淀粉。"
软炸狗脑,"熟狗脑,鸡蛋清,花生油（实耗）,淀粉,面粉,味精,料酒,白汁,鸡蛋,咸面,芝麻盐。"
软炸蟹油,"鲜海蟹公斤（雄尖脐的）,鸡蛋清,面粉,淀粉,花生油（实耗）,味精,料酒,鸡汤,牛奶,花椒盐,熟芝麻,精盐。"
三鲜鲍鱼,"水发紫鲍,水发乌参,油发鱼肚,净老母鸡肉,白糖.,净鸭子肉,盐,芝麻油,酱油,料酒,大葱,生姜,水淀粉,芝麻（焙好）。"
三鲜汤,"鸡脯肉,火腿,水发海参,黄瓜,鸡汤公斤,精盐.,味精,料酒,胡椒面,鸡蛋清,葱末,生姜末,水淀粉,芝麻油。"
三鲜鱼唇,"水发鱼唇.公斤,罐头竹笋,水发冬菇,熟净火腿,净老母鸡.公斤,肥鸭,白糖,盐,味精,芝麻油,料酒,鲜姜,水淀粉,大葱。"
砂锅海鳗,"海鳗鱼,猪肥肉,大葱,生姜,花椒,大料,桂皮,香菜梗,精,料酒,鸡汤,味精,醋,芝麻油,胡椒面,辣椒油。"
烧猪肉条,"猪五花方肉,青豆,胡萝卜,大酱,盐,糖,料酒,干红辣椒,芝麻面,味精,大葱,生姜,豆油,芝麻油,鸡汤,水淀粉。"
神仙炉,"牛肉,洋葱头,白鱼片,小牛肝,鸡收,面粉,豆油,大葱,胡萝卜,牛肉汤料份,松子,核桃,芝麻酱。"
生拌鲻鱼,"鲜鲻鱼片,黄瓜,胡萝卜,大葱,生姜,大蒜,醋,酱油,精盐.,味精.,白糖,辣大酱。"
生菜牛肉,"牛腿肉,生菜,鸡蛋,料酒,白糖,精盐.,醋,胡椒粉.,味精.,芝麻油,植物油（实耗）,大葱,生姜。"
生烤野兔,"野兔（约重.公斤）,酱油,大葱末,白糖,蒜泥,黑胡她面.,生姜末,芝麻面（焙好）,渍汁,芝麻油。"
什锦豆腐,"豆腐,胡萝卜,牛肉,鲜豆腐,蘑菇,豆油（实耗）,料酒,酱油,精盐,糖,葱,姜,味精,淀粉。"
双味海带,"水发海带,蜂蜜,白糖,牛奶,熟鸡油,料酒,红辣椒粉,奶粉,柠檬片片,芥末粉,醋。"
四鲜丸子,"净猪腿肉,水发海参,水发香菇,冬笋,海米,鸡蛋,料酒,盐,味精,酱油,干淀粉,面粉,豆油（实耗）,炖酱,芝麻（焙好）,麻油,鸡汤。"
松蘑炖鹌鹑,"鹌鹑,松蘑,鸡汤,大葱,大蒜,花椒粒,料酒,精盐,味精,芝麻（焙好）,松子,胡椒面。"
松仁炒鹌鹑丁,"净鹌鹑,松子仁,瘦猪肉,罐头竹笋,咸面包,蛋清,玉兰片,大葱白,水发香菇,大蒜瓣,酱油,熟青豆仁,胡椒粉.,料酒,白糖,干淀粉,味精,芝麻油,鸡汤,豆油（实耗）。"
酥炸野兔,"野兔肉（带骨后腿肉）,淀粉,生菜,熟豆油（实耗）,料酒,精盐,酱油,白糖,辣大酱,醋。"
